State,Profession,Total
Delaware,Management,370
Delaware,Service,26
Delaware,Sales,33
Delaware,Farming,0
Delaware,Construction,56
Delaware,Production,0
Delaware,Military,0
Delaware,No,900
Delaware,Homemakers,264
Delaware,Students,495
Delaware,Retirees,38
Delaware,Unemployed,103
Delaware,Unknown,760
District of Columbia,Management,530
District of Columbia,Service,98
District of Columbia,Sales,56
District of Columbia,Farming,0
District of Columbia,Construction,0
District of Columbia,Production,39
District of Columbia,Military,0
District of Columbia,No,992
District of Columbia,Homemakers,167
District of Columbia,Students,644
District of Columbia,Retirees,42
District of Columbia,Unemployed,139
District of Columbia,Unknown,1227
Florida,Management,11325
Florida,Service,3221
Florida,Sales,2289
Florida,Farming,230
Florida,Construction,1804
Florida,Production,3021
Florida,Military,7
Florida,No,49557
Florida,Homemakers,11333
Florida,Students,25353
Florida,Retirees,1760
Florida,Unemployed,11111
Florida,Unknown,47417
Georgia,Management,3609
Georgia,Service,587
Georgia,Sales,453
Georgia,Farming,71
Georgia,Construction,601
Georgia,Production,386
Georgia,Military,3
Georgia,No,11084
Georgia,Homemakers,3262
Georgia,Students,6164
Georgia,Retirees,334
Georgia,Unemployed,1324
Georgia,Unknown,9125
Hawaii,Management,644
Hawaii,Service,96
Hawaii,Sales,138
Hawaii,Farming,121
Hawaii,Construction,55
Hawaii,Production,34
Hawaii,Military,0
Hawaii,No,3123
Hawaii,Homemakers,1106
Hawaii,Students,1554
Hawaii,Retirees,50
Hawaii,Unemployed,413
Hawaii,Unknown,2302
Idaho,Management,272
Idaho,Service,87
Idaho,Sales,25
Idaho,Farming,30
Idaho,Construction,75
Idaho,Production,86
Idaho,Military,0
Idaho,No,1187
Idaho,Homemakers,348
Idaho,Students,692
Idaho,Retirees,15
Idaho,Unemployed,132
Idaho,Unknown,769
Illinois,Management,6768
Illinois,Service,968
Illinois,Sales,724
Illinois,Farming,17
Illinois,Construction,1303
Illinois,Production,1327
Illinois,Military,0
Illinois,No,16357
Illinois,Homemakers,5719
Illinois,Students,8609
Illinois,Retirees,432
Illinois,Unemployed,1597
Illinois,Unknown,12890
Indiana,Management,1178
Indiana,Service,160
Indiana,Sales,119
Indiana,Farming,0
Indiana,Construction,0
Indiana,Production,257
Indiana,Military,0
Indiana,No,3650
Indiana,Homemakers,1009
Indiana,Students,2141
Indiana,Retirees,70
Indiana,Unemployed,430
Indiana,Unknown,2926
Iowa,Management,694
Iowa,Service,123
Iowa,Sales,49
Iowa,Farming,30
Iowa,Construction,109
Iowa,Production,178
Iowa,Military,0
Iowa,No,2147
Iowa,Homemakers,575
Iowa,Students,1326
Iowa,Retirees,21
Iowa,Unemployed,225
Iowa,Unknown,1717
Kansas,Management,713
Kansas,Service,131
Kansas,Sales,69
Kansas,Farming,36
Kansas,Construction,187
Kansas,Production,281
Kansas,Military,0
Kansas,No,2196
Kansas,Homemakers,751
Kansas,Students,1196
Kansas,Retirees,39
Kansas,Unemployed,210
Kansas,Unknown,1806
Kentucky,Management,595
Kentucky,Service,157
Kentucky,Sales,57
Kentucky,Farming,0
Kentucky,Construction,0
Kentucky,Production,340
Kentucky,Military,0
Kentucky,No,2404
Kentucky,Homemakers,498
Kentucky,Students,1524
Kentucky,Retirees,52
Kentucky,Unemployed,330
Kentucky,Unknown,2009
Louisiana,Management,585
Louisiana,Service,124
Louisiana,Sales,66
Louisiana,Farming,20
Louisiana,Construction,104
Louisiana,Production,67
Louisiana,Military,0
Louisiana,No,2085
Louisiana,Homemakers,678
Louisiana,Students,1188
Louisiana,Retirees,35
