State,Profession,Total
Delaware,Management,279
Delaware,Service,100
Delaware,Sales,64
Delaware,Farming,29
Delaware,Construction,8
Delaware,Production,68
Delaware,Military,0
Delaware,No,927
Delaware,Homemakers,233
Delaware,Students,517
Delaware,Retirees,31
Delaware,Unemployed,146
Delaware,Unknown,608
District of Columbia,Management,568
District of Columbia,Service,179
District of Columbia,Sales,95
District of Columbia,Farming,0
District of Columbia,Construction,0
District of Columbia,Production,53
District of Columbia,Military,0
District of Columbia,No,1127
District of Columbia,Homemakers,170
District of Columbia,Students,749
District of Columbia,Retirees,30
District of Columbia,Unemployed,178
District of Columbia,Unknown,1118
Florida,Management,8177
Florida,Service,4762
Florida,Sales,2705
Florida,Farming,607
Florida,Construction,797
Florida,Production,3881
Florida,Military,6
Florida,No,50002
Florida,Homemakers,10288
Florida,Students,25946
Florida,Retirees,1392
Florida,Unemployed,12376
Florida,Unknown,38350
Georgia,Management,2936
Georgia,Service,1082
Georgia,Sales,658
Georgia,Farming,237
Georgia,Construction,210
Georgia,Production,811
Georgia,Military,0
Georgia,No,10933
Georgia,Homemakers,2975
Georgia,Students,5995
Georgia,Retirees,288
Georgia,Unemployed,1675
Georgia,Unknown,6920
Hawaii,Management,414
Hawaii,Service,169
Hawaii,Sales,176
Hawaii,Farming,247
Hawaii,Construction,24
Hawaii,Production,132
Hawaii,Military,0
Hawaii,No,3136
Hawaii,Homemakers,901
Hawaii,Students,1488
Hawaii,Retirees,45
Hawaii,Unemployed,702
Hawaii,Unknown,1434
Idaho,Management,168
Idaho,Service,115
Idaho,Sales,38
Idaho,Farming,59
Idaho,Construction,10
Idaho,Production,123
Idaho,Military,0
Idaho,No,1077
Idaho,Homemakers,320
Idaho,Students,614
Idaho,Retirees,24
Idaho,Unemployed,119
Idaho,Unknown,609
Illinois,Management,5176
Illinois,Service,1908
Illinois,Sales,1010
Illinois,Farming,362
Illinois,Construction,0
Illinois,Production,1852
Illinois,Military,0
Illinois,No,16687
Illinois,Homemakers,5205
Illinois,Students,8571
Illinois,Retirees,411
Illinois,Unemployed,2500
Illinois,Unknown,9196
Indiana,Management,1029
Indiana,Service,296
Indiana,Sales,144
Indiana,Farming,107
Indiana,Construction,31
Indiana,Production,382
Indiana,Military,0
Indiana,No,3659
Indiana,Homemakers,967
Indiana,Students,2090
Indiana,Retirees,70
Indiana,Unemployed,532
Indiana,Unknown,2359
Iowa,Management,467
Iowa,Service,156
Iowa,Sales,75
Iowa,Farming,0
Iowa,Construction,0
Iowa,Production,223
Iowa,Military,0
Iowa,No,1954
Iowa,Homemakers,532
Iowa,Students,1143
Iowa,Retirees,26
Iowa,Unemployed,253
Iowa,Unknown,1265
Kansas,Management,525
Kansas,Service,217
Kansas,Sales,93
Kansas,Farming,115
Kansas,Construction,44
Kansas,Production,407
Kansas,Military,0
Kansas,No,2181
Kansas,Homemakers,802
Kansas,Students,1114
Kansas,Retirees,30
Kansas,Unemployed,235
Kansas,Unknown,1277
Kentucky,Management,497
Kentucky,Service,227
Kentucky,Sales,91
Kentucky,Farming,62
Kentucky,Construction,34
Kentucky,Production,493
Kentucky,Military,0
Kentucky,No,2525
